Fix,Latitude,Longitude
MNS09,S 02 48 40.52,W 060 24 14.74
MNS11,S 03 05 11.57,W 059 54 41.63
MNS12,S 03 09 35.28,W 059 57 46.16
MNS13,S 03 10 09.24,W 059 58 35.33
MNS14,S 03 10 24.17,W 060 07 32.77
MNS15,S 03 06 22.25,W 060 11 24.20
MNS16,S 03 03 00.04,W 060 12 17.55
MNS17,S 03 20 41.30,W 060 40 43.13
MNS18,S 03 35 20.51,W 060 28 56.75
MNS19,S 03 02 21.55,W 060 08 42.51
MNS20,S 03 03 36.19,W 059 54 20.14
MNS21,S 02 55 29.61,W 060 35 01.15
MNS22,S 03 22 31.42,W 060 01 31.66
MNS23,S 03 19 39.27,W 059 52 49.99
MNS24,S 03 18 23.66,W 059 51 00.54
MNS25,S 03 11 26.58,W 060 02 29.71
MNS26,S 03 02 18.43,W 060 15 15.97
MNS27,S 02 49 27.65,W 060 36 53.14
MNS28,S 03 06 46.29,W 059 49 50.45
MNS29,S 03 08 36.76,W 060 15 59.45
MNS30,S 03 03 20.31,W 060 17 22.92
MNS31,S 03 14 32.00,W 059 55 56.18
MNS32,S 03 13 38.84,W 059 54 39.22
MNS33,S 03 04 08.94,W 059 46 39.68
MNS34,S 03 15 42.33,W 059 53 04.42
MNS35,S 03 18 44.44,W 060 16 00.50
MNS36,S 03 16 45.21,W 059 54 35.46
MNS37,S 03 19 10.55,W 060 04 15.65
MNS38,S 03 17 12.85,W 060 11 10.55
MNS39,S 03 15 37.99,W 060 13 35.26
MNS40,S 03 20 41.60,W 060 13 01.80
MNS41,S 03 09 44.94,W 060 18 19.00
MNS42,S 03 03 30.58,W 060 19 57.73
MNS43,S 03 03 46.15,W 060 23 52.78
MNS44,S 03 11 28.46,W 060 21 50.89
MNS45,S 03 20 07.46,W 059 52 32.91
MNS46,S 03 16 23.16,W 060 18 32.06
MNS47,S 03 18 49.80,W 059 50 40.48
MNS48,S 03 08 47.08,W 059 43 38.65
MNS49,S 03 07 11.02,W 059 43 11.95
MNS50,S 03 03 27.89,W 059 42 40.27
MNS51,S 03 06 03.11,W 059 48 30.60
MNS52,S 03 12 56.79,W 060 24 51.73
MNS53,S 03 03 27.22,W 059 42 53.31
MNS54,S 03 18 39.41,W 059 50 48.45
MNS55,S 03 19 56.26,W 059 52 39.70
MNS56,S 03 22 55.94,W 060 03 10.58
MNS57,S 03 20 30.04,W 060 12 55.63
MNS58,S 03 18 34.11,W 060 15 52.46
MNS59,S 03 11 22.72,W 060 21 39.15
MNS60,S 03 03 45.29,W 060 23 39.76
MNS61,S 03 03 59.43,W 060 27 13.38
MNS62,S 03 28 05.49,W 060 16 58.42
MNS63,S 03 24 55.02,W 060 11 53.09
MNS64,S 03 26 30.92,W 060 03 44.05
MNS65,S 03 23 00.07,W 059 50 48.31
MNS66,S 03 21 29.79,W 059 48 37.62
MNS67,S 03 09 49.21,W 059 40 27.33
MNS68,S 03 07 57.56,W 059 39 56.30
MNS69,S 03 03 38.21,W 059 39 19.50
MNS70,S 03 17 07.59,W 060 22 17.21
MNS71,S 03 02 18.38,W 060 15 21.14
MNS75,S 03 02 17.26,W 060 15 15.98
MNS76,S 03 02 17.25,W 060 15 21.14
MNS78,S 02 53 25.00,W 060 26 37.19
MNS79,S 03 21 23.56,W 060 18 04.47
MNS80,S 03 29 18.27,W 060 24 14.39
MNS81,S 02 50 53.97,W 060 33 09.17
MN009,S 03 11 19.15,W 060 09 27.04
MN011,S 03 10 06.65,W 060 04 35.92
MN013,S 03 04 58.61,W 059 44 03.91
MN014,S 03 18 03.87,W 059 53 21.05
MN016,S 03 06 11.43,W 059 48 54.93
MN018,S 02 56 26.20,W 059 43 56.12
MN019,S 03 28 47.96,W 060 05 21.69
MN021,S 03 01 49.64,W 059 34 34.36
MN022,S 03 02 14.88,W 060 28 16.44
MN363,S 03 06 12.00,W 059 48 55.20
MN372,S 03 12 46.20,W 060 15 16.80
MN373,S 03 17 19.20,W 060 10 05.40
MN374,S 03 06 19.20,W 060 12 48.60
MN377,S 03 10 11.40,W 060 04 54.00
MN379,S 03 06 29.40,W 059 50 03.00
MN382,S 03 11 19.20,W 060 09 27.60
MN383,S 03 04 45.00,W 059 43 06.00
MN384,S 03 11 12.60,W 059 45 34.20
MN386,S 03 00 12.60,W 059 48 16.80
MN387,S 03 07 20.40,W 059 53 28.80
MN388,S 03 11 02.40,W 060 08 19.20
MODA,S 18 51 21.60,W 057 15 30.60
MOGI,S 23 32 05.40,W 046 12 55.80
MOJON,S 18 16 12.98,W 052 32 44.81
MOLA,S 05 34 05.40,W 037 06 24.60
MOLBU,S 14 03 39.60,W 041 00 02.40
MOLDA,S 22 43 52.20,W 040 54 36.60
MOLDO,S 03 53 38.43,W 061 04 55.90
MOLDU,S 22 17 43.20,W 045 06 34.20
MOLKI,S 22 22 05.40,W 040 59 33.00
MOLKO,S 08 13 08.00,W 057 05 18.00
MOLKU,S 23 23 16.64,W 046 28 55.52
MOLMI,S 21 41 09.60,W 047 41 14.40
MOLMO,S 14 45 13.73,W 047 27 29.93
MOLPA,S 16 05 49.00,W 053 15 16.00
MOLPI,S 20 38 44.40,W 045 28 30.00
MOLRA,S 18 23 15.29,W 043 34 19.91
MOLRI,S 02 55 15.60,W 044 14 10.80
MOLSU,S 21 50 23.40,W 042 12 17.40
MOLTI,S 16 23 16.80,W 047 14 34.20
MOLTO,S 19 00 26.71,W 042 38 00.24
MOLVA,S 21 56 09.97,W 045 35 39.88
MOMBU,S 16 29 58.20,W 046 46 15.60
MOMDA,S 21 10 46.58,W 045 00 54.88
MOMDO,S 09 39 05.80,W 048 09 48.66
MOMGA,S 14 57 57.00,W 048 04 59.40
MOMKO,S 18 46 21.00,W 046 54 34.80
MOMKU,N 05 00 00.00,W 044 00 00.00
MOMSA,S 22 16 00.60,W 040 50 31.20
MOMSO,S 10 30 56.14,W 051 05 11.62
MOMVA,S 22 28 48.00,W 048 38 31.20
MOMVO,S 22 46 56.36,W 042 50 49.32
MONBA,S 13 17 09.60,W 038 12 23.40
MONBI,S 17 59 22.20,W 045 51 12.00
MONDY,S 23 05 05.40,W 046 12 22.80
MONGU,S 22 10 41.40,W 040 51 43.20
MONIC,S 01 44 04.20,W 063 14 03.00
MOPDA,S 15 57 14.02,W 047 36 18.72
MOPDO,S 19 37 56.04,W 044 08 32.86
MOPIM,S 07 36 25.80,W 048 23 42.60
MOPKA,S 22 45 55.79,W 051 42 03.21
MOPLA,S 14 54 03.60,W 046 15 53.40
MOPNI,S 19 14 29.85,W 046 49 43.73
MOPNO,N 03 42 50.59,W 045 42 13.39
MOPRA,S 07 16 57.00,W 055 32 59.00
MOPSO,S 14 19 13.00,W 040 15 12.00
MOPTA,S 19 49 27.00,W 044 10 04.20
MOPTO,S 29 58 01.53,W 051 26 41.58
MOPVA,S 17 24 53.40,W 045 35 42.60
MORA,S 22 29 23.40,W 054 55 04.20
MORDU,S 00 58 57.50,W 047 56 45.62
MORGA,S 18 36 49.20,W 042 11 16.20
MORLU,S 24 22 01.20,W 049 08 49.20
MORPI,S 21 18 20.00,W 049 53 25.00
MORPO,S 05 02 28.08,W 054 39 25.48
MOSGU,S 20 31 13.20,W 043 58 34.45
MOSMU,S 11 11 11.30,W 038 21 53.71
MOSNA,S 15 04 39.60,W 051 34 24.60
MOSNI,S 05 32 58.84,W 041 36 26.37
MOSRA,S 23 39 55.78,W 046 27 18.95
MOSRI,N 00 14 33.42,W 046 19 29.03
MOSRU,S 15 51 10.70,W 047 45 47.31
MOSTI,S 18 43 40.20,W 043 08 36.00
MOTBA,S 23 32 40.08,W 046 52 57.84
MOTBO,S 15 40 06.37,W 041 10 00.96
MOTBU,N 05 46 12.96,W 035 59 55.68
MOTGA,S 19 25 24.00,W 044 28 17.00
MOTLI,S 04 35 36.00,W 032 50 59.40
MOTLO,S 22 24 43.44,W 046 50 55.08
MOTMA,S 19 51 26.25,W 044 40 27.44
MOTNO,S 22 19 25.17,W 042 55 20.73
MOTOB,S 23 22 07.20,W 043 59 34.20
MOTPA,S 05 44 22.20,W 047 27 40.80
MOTPI,S 15 48 43.20,W 047 11 34.80
MOTPU,S 22 48 29.40,W 043 28 34.80
MOTSU,S 21 00 19.20,W 047 19 04.80
MOTVA,S 14 42 31.80,W 039 11 13.80
MOTVI,S 16 15 26.00,W 052 06 21.06
MOVDO,S 15 52 41.67,W 048 09 28.55
MOVER,S 27 17 28.20,W 050 07 07.20
MOVGA,N 07 40 00.00,W 035 00 00.00
MOVGI,S 23 12 08.40,W 043 08 58.80
MOVKA,S 19 42 27.87,W 043 26 19.98
MOVLA,S 07 58 53.40,W 034 43 44.40
MOVPA,S 16 29 12.00,W 047 19 30.00
MOVPI,S 03 17 25.17,W 052 12 16.88
MOVPO,S 31 39 13.20,W 052 12 50.40
MOVSI,S 20 11 42.50,W 045 19 55.40
MOVSO,S 30 09 11.40,W 051 21 52.20
MOVTO,S 17 57 58.20,W 048 33 21.60
MOXAV,S 22 12 41.00,W 048 32 55.00
MOXEM,S 07 09 54.00,W 040 39 50.00
MOXEP,S 22 24 46.57,W 046 17 20.22
MOXIK,S 20 56 40.26,W 044 50 12.84
MOXIL,S 22 52 45.60,W 043 18 31.80
MOXIP,S 05 47 52.20,W 031 56 38.40
MOXOB,S 16 05 28.20,W 048 10 20.40
MOXOG,S 18 37 31.20,W 043 44 52.20
MO004,S 09 28 27.74,W 035 59 08.19
MO006,S 09 27 31.54,W 036 04 06.44
MO007,S 09 33 38.76,W 036 02 14.15
MO008,S 09 22 30.77,W 036 00 06.80
MO009,S 09 31 42.88,W 035 41 49.49
MO011,S 09 32 38.76,W 035 36 51.13
MO013,S 09 33 45.73,W 035 30 53.05
MO014,S 09 38 35.66,W 035 35 52.09
MO016,S 09 27 27.69,W 035 33 45.27
MP001,S 22 45 29.24,W 040 43 28.04
MP002,S 22 43 22.06,W 040 49 32.56
MP003,S 22 47 46.98,W 040 52 56.82
MP004,S 22 45 47.95,W 040 59 17.30
MP020,S 22 45 37.10,W 040 51 46.59
MP024,S 22 37 58.71,W 040 55 56.79
MP026,S 22 47 21.95,W 040 48 56.50
MP028,S 22 50 08.49,W 040 44 26.02
MQ361,N 00 06 04.80,W 050 59 37.20
MQ362,N 00 08 47.40,W 050 55 25.20
MQ368,N 00 00 01.20,W 051 09 00.00
MQ369,S 00 02 41.40,W 051 13 12.00
MQ374,S 00 05 57.00,W 051 18 15.00
MQ376,N 00 00 57.60,W 051 17 57.60
MQ377,S 00 08 34.20,W 051 11 53.40
MQ378,N 00 05 08.40,W 050 50 39.60
MQ379,N 00 14 40.20,W 050 56 43.80
MQ381,N 00 12 01.20,W 050 50 24.00
MQ389,N 00 00 33.60,W 051 08 09.60
MUBAV,S 02 51 15.20,W 060 06 41.12
MUBET,S 23 21 39.00,W 047 09 45.00
MUBGI,S 16 54 33.00,W 053 22 21.00
MUBIP,S 24 27 06.02,W 046 55 45.85
MUBKI,S 23 38 56.01,W 047 03 57.45
MUBOX,S 30 33 30.60,W 051 00 02.40
MUBSA,S 04 33 20.62,W 041 06 45.79
MUBUV,S 24 04 27.11,W 049 09 52.86
MUCUS,S 21 01 35.40,W 054 39 10.20
MUDAB,S 12 43 52.20,W 062 16 18.60
MUDAR,S 19 25 40.20,W 043 31 09.00
MUDAT,S 25 59 13.10,W 050 07 50.77
MUDET,S 21 57 08.81,W 041 29 08.53
MUDIS,S 16 42 46.26,W 053 29 19.99
MUDKA,S 21 34 20.40,W 043 34 30.60
MUDO,S 26 23 10.20,W 048 45 42.60
MUDOG,S 22 11 46.80,W 040 57 34.80
MUDOL,S 18 13 18.00,W 043 26 57.00
MUDON,S 02 41 18.60,W 043 56 45.60
MUDPA,S 14 52 36.00,W 048 42 53.40
MUDRU,S 21 44 43.96,W 046 07 44.09
MUDSA,S 18 31 10.20,W 038 43 57.60
MUDSI,S 15 37 57.00,W 055 54 51.00
MUDSU,S 26 07 56.40,W 049 29 18.60
MUDUK,S 02 45 58.20,W 059 55 31.80
MUGAB,S 27 34 22.58,W 048 30 21.97
MUGAV,S 11 37 17.00,W 042 07 26.00
MUGDI,S 03 41 16.80,W 042 05 03.00
MUGDO,S 22 55 57.52,W 046 59 01.88
MUGEB,S 31 47 18.60,W 052 26 15.60
MUGEV,S 25 41 55.81,W 049 09 19.51
MUGEX,S 22 04 21.00,W 040 49 22.20
MUGIB,S 03 11 15.19,W 060 42 17.39
MUGIS,S 17 01 12.60,W 047 08 52.80
MUGNI,S 26 17 28.55,W 049 41 36.34
MUGOR,S 03 02 23.60,W 059 47 15.50
MUGOT,S 20 52 25.80,W 050 42 18.60
MUGRA,S 19 44 34.20,W 044 26 02.40
MUGUL,S 12 37 51.00,W 038 00 01.80
MUKAK,S 20 19 46.80,W 048 44 01.20
MUKAL,S 27 31 37.38,W 048 48 29.26
MUKDI,S 19 36 07.20,W 043 39 06.00
MUKDU,S 29 54 10.48,W 051 02 27.61
MUKEK,S 20 15 48.00,W 035 25 05.00
MUKET,S 29 52 21.60,W 053 40 09.60
MUKLO,S 21 02 57.00,W 046 51 46.20
MUKNA,S 03 13 34.61,W 059 53 34.62
MUKNU,S 21 09 09.60,W 047 17 54.00
MUKPA,S 25 20 36.60,W 048 32 31.38
MUKSA,S 22 06 58.55,W 045 30 27.45
MULAP,S 22 14 53.65,W 045 28 51.76
MULEM,S 26 10 37.40,W 048 58 51.47
MULIP,S 02 29 53.40,W 067 12 10.20
MULKO,S 29 59 32.78,W 051 16 58.05
MULKU,S 25 04 11.86,W 049 10 00.16
MULMA,S 18 47 28.73,W 048 43 39.47
MULOD,S 23 02 14.40,W 044 53 18.60
MULSO,S 15 31 03.00,W 040 15 36.60
MULUK,S 01 14 04.00,W 053 06 22.00
MULUL,S 16 43 58.20,W 047 02 34.80
MULUX,S 18 25 32.40,W 048 14 25.20
MUMAG,S 19 47 33.60,W 041 45 18.60
MUMAS,S 14 27 12.00,W 039 33 17.40
MUMBI,S 26 03 40.35,W 049 25 26.52
MUMDI,S 20 31 48.38,W 046 36 10.05
MUMEB,S 30 05 12.67,W 051 47 02.40
MUMEN,S 18 35 20.44,W 042 45 32.66
MUMER,S 10 13 18.92,W 049 02 28.22
MUMEV,S 12 18 26.95,W 038 48 48.69
MUMIL,S 30 11 40.20,W 052 32 16.80
MUMLI,S 14 25 10.20,W 042 11 00.00
MUMOP,S 23 38 13.20,W 045 16 00.60
MUNAD,S 14 50 13.20,W 043 35 41.40
MUNAK,S 03 10 09.00,W 060 04 46.80
MUNAT,S 22 12 51.00,W 041 03 19.80
MUNEB,S 08 32 43.00,W 071 27 53.00
MUNEX,S 19 27 59.40,W 041 46 49.20
MUNOR,S 30 15 12.60,W 052 57 31.20
MUNUD,S 22 15 46.87,W 045 21 54.35
MUNUX,S 13 44 53.00,W 045 18 34.00
MUPAB,S 15 40 30.85,W 047 51 40.54
MUPAG,S 23 15 53.75,W 046 39 04.55
MUPAK,S 05 15 16.80,W 065 06 10.80
MUPAT,N 00 45 13.80,W 050 57 54.60
MUPAV,S 16 24 07.80,W 047 35 46.20
MUPEB,S 23 22 46.48,W 047 31 53.41
MUPEG,S 08 15 31.80,W 063 35 46.80
MUPER,S 23 10 36.60,W 046 13 23.40
MUPET,S 15 52 01.80,W 051 09 38.40
MUPEV,S 13 26 28.22,W 040 02 15.29
MUPIP,S 22 49 57.34,W 047 22 41.04
MUPIV,S 18 46 33.00,W 048 21 37.20
MURA,S 01 39 34.80,W 056 48 46.20
MURAL,S 05 00 10.20,W 059 54 24.60
MUSO,S 22 44 38.10,W 043 22 01.20
NACRE,S 29 54 57.00,W 051 55 37.20
NADAR,S 28 11 58.20,W 050 11 36.60
NADI,S 23 44 14.40,W 046 34 44.40
NADIR,S 02 39 27.00,W 043 54 49.80
NAFIL,S 26 45 49.20,W 049 38 06.00
NALGA,S 23 51 46.80,W 046 24 36.00
NAMA,S 00 56 16.20,W 052 09 25.80
NAMBI,N 01 17 18.00,W 030 08 09.60
NANDA,S 06 26 53.40,W 058 08 04.20
NANDU,S 28 33 00.60,W 050 00 31.20
NANIK,N 06 20 30.00,W 033 10 20.40
NAROB,S 23 10 37.80,W 043 19 51.00
NATIO,S 12 57 12.60,W 047 51 21.00
NATO,S 28 27 09.60,W 054 29 37.20
NAXIV,S 16 25 36.60,W 050 51 58.20
NAXOP,S 23 30 54.70,W 044 09 24.54
NAXOR,S 20 41 31.97,W 039 51 55.74
NAXOT,S 01 44 59.40,W 047 55 14.40
NAXOV,S 15 50 55.56,W 038 45 39.37
NAXUN,S 21 13 49.80,W 047 44 35.40
NAXUP,S 23 51 15.00,W 046 27 10.20
NA001,S 22 23 46.05,W 040 29 35.24
NA003,S 22 19 40.52,W 040 39 13.85
NA004,S 22 25 44.20,W 040 39 17.27
NA005,S 22 24 24.77,W 040 26 12.26
NA006,S 22 22 36.34,W 040 40 21.18
NA007,S 22 25 25.12,W 040 20 55.06
NA011,S 22 28 28.80,W 040 24 30.04
NA012,S 22 26 54.19,W 040 37 20.67
NA013,S 22 15 54.73,W 040 21 03.31
NA014,S 22 17 04.04,W 040 33 56.03
NEBAK,S 23 01 26.40,W 046 07 20.40
NEBAL,S 17 26 27.00,W 050 19 39.60
NEBED,S 06 01 13.00,W 061 16 40.00
NEBID,S 30 32 32.40,W 052 48 15.00
NEBIK,S 05 32 06.06,W 035 48 14.40
NEBIX,S 20 18 06.60,W 044 28 29.40
NEBU,S 21 31 22.20,W 048 30 36.00
NEBUG,S 05 58 15.00,W 035 28 10.80
NECTO,S 13 19 18.60,W 045 36 30.00
NEDAS,S 29 43 32.11,W 051 22 17.45
NEDEN,S 05 40 13.80,W 049 56 51.00
NEDOK,S 26 30 00.60,W 053 34 53.40
NEFAR,S 17 48 25.80,W 050 50 13.80
NEFAS,S 15 11 54.00,W 044 48 51.60
NEFRO,S 08 26 25.20,W 041 03 06.60
NEGAR,S 13 53 31.80,W 045 28 11.40
NEGET,S 20 17 48.60,W 040 05 38.40
NEGIV,S 22 40 47.50,W 047 31 15.50
NEGON,S 03 15 33.00,W 044 13 58.20
NEGRA,S 06 15 38.40,W 069 12 01.80
NEGRO,S 19 19 31.80,W 057 02 24.00
NEGUS,S 24 30 21.60,W 046 58 06.60
NEKAM,S 19 10 17.84,W 049 58 01.11
NEKET,S 16 18 00.60,W 055 55 25.20
NEKEX,S 22 13 33.00,W 045 38 47.00
NEKIT,S 18 14 51.87,W 048 27 40.81
NEKOP,S 23 17 24.53,W 045 50 46.71
NEKUN,S 20 05 35.95,W 040 12 12.64
NELIT,S 08 05 04.20,W 064 07 59.40
NELOT,S 24 11 24.62,W 046 23 02.60
NELOV,S 21 14 13.16,W 044 42 23.60
NELOX,S 29 59 45.60,W 051 09 54.60
NELUP,S 25 50 04.20,W 053 49 09.60
NEMA,S 05 38 55.80,W 037 20 54.00
NEMEP,S 06 55 37.80,W 041 51 04.20
NEMIG,S 05 56 10.00,W 044 12 10.00
NEMO,S 23 19 52.20,W 046 08 04.80
NEMOL,S 06 11 15.00,W 030 52 07.20
NEMUT,S 20 51 00.36,W 040 10 52.83
NENIM,S 11 13 24.00,W 039 23 34.00
NENIP,N 02 04 53.88,W 042 48 43.96
NENIR,S 23 17 40.86,W 047 23 20.46
NENON,S 21 50 04.02,W 048 48 12.98
NENUX,S 23 04 52.97,W 044 05 58.14
NEPEV,S 23 59 31.20,W 042 33 24.00
NEPOM,S 22 54 27.16,W 043 10 30.45
NEROK,S 24 16 28.80,W 046 44 45.00
NERVO,S 22 42 35.40,W 049 52 18.00
NESMI,S 27 24 56.52,W 050 37 29.12
NESRA,S 21 43 19.80,W 047 12 26.40
NETBU,S 12 09 52.09,W 060 53 02.93
NETGA,S 22 19 28.18,W 041 45 10.70
NETPI,S 29 59 48.00,W 051 03 48.60
NEUMA,S 07 43 04.20,W 036 01 51.00
NEURA,S 00 56 10.80,W 030 54 51.00
NEVDA,S 09 10 53.40,W 063 25 15.60
NEVKU,S 22 05 57.38,W 050 04 39.55
NEVLA,S 27 31 37.80,W 048 43 38.40
NEVNO,S 29 26 38.54,W 048 55 20.81
NEVSI,S 19 47 48.28,W 051 46 57.58
NEVTI,S 30 06 24.02,W 050 58 48.05
NF001,S 26 48 33.60,W 048 32 09.60
NF002,S 26 55 50.40,W 048 44 06.60
NF003,S 27 08 16.80,W 048 34 39.60
NF004,S 26 59 48.60,W 048 20 46.20
NF006,S 26 58 18.02,W 048 34 12.05
NF007,S 27 00 11.72,W 048 28 43.76
NF008,S 26 10 49.32,W 048 23 53.57
NF009,S 26 48 39.40,W 048 44 14.79
NF011,S 26 58 36.95,W 048 36 42.71
NF012,S 26 49 27.64,W 048 09 21.27
NF013,S 26 44 02.24,W 048 24 46.67
NF014,S 26 50 47.04,W 049 02 12.80
NF016,S 27 03 10.55,W 048 51 12.06
NF017,S 26 58 39.60,W 048 48 44.30
NF018,S 26 56 24.40,W 048 45 02.10
NF019,S 26 46 51.90,W 048 29 23.50
NF021,S 26 49 07.40,W 048 33 05.20
NF022,S 26 40 46.57,W 048 07 52.40
NF023,S 26 54 42.87,W 048 42 15.47
NF024,S 26 37 59.57,W 048 40 34.15
NF026,S 26 27 01.61,W 048 28 42.89
NF027,S 26 58 39.41,W 048 48 44.35
NF028,S 26 50 59.51,W 048 36 08.99
NF102,S 26 46 38.74,W 048 45 49.08
NF103,S 26 52 31.49,W 048 47 14.79
NF104,S 26 55 26.88,W 048 45 21.71
NF105,S 26 53 03.52,W 048 44 30.88
NF106,S 26 55 07.98,W 048 42 56.64
NF107,S 26 53 01.45,W 048 39 28.92
NF108,S 26 38 35.60,W 048 32 32.40
NF109,S 26 44 34.20,W 048 33 19.90
NF110,S 26 48 15.30,W 048 36 38.10
NF111,S 26 48 33.20,W 048 33 51.60
NF112,S 26 50 19.70,W 048 35 03.80
NF113,S 26 52 30.40,W 048 38 38.00
NF115,S 26 57 12.40,W 048 41 22.30
NF116,S 26 58 00.00,W 048 32 44.80
NF117,S 26 59 07.60,W 048 38 12.00
NF118,S 26 59 39.00,W 048 40 44.80
NF119,S 26 57 01.90,W 048 44 09.80
NF120,S 26 54 15.20,W 048 32 04.90
NF121,S 26 48 16.50,W 048 21 39.70
NF122,S 26 49 02.20,W 048 28 18.80
NF123,S 26 49 32.60,W 048 32 44.90
NF124,S 27 02 41.40,W 048 35 24.00
NF125,S 26 59 21.80,W 048 39 44.20
NF126,S 27 10 53.19,W 049 01 12.90
NF127,S 26 40 00.58,W 048 44 00.69
NF128,S 26 43 50.46,W 048 50 28.17
NF129,S 26 54 42.56,W 048 42 16.00
NF131,S 27 02 17.82,W 048 54 44.91
NF132,S 26 44 56.96,W 048 52 20.43
NF133,S 27 09 52.92,W 048 37 01.08
NF134,S 26 35 57.91,W 048 37 06.79
NF136,S 26 15 44.54,W 048 02 53.59
NF137,S 26 27 24.80,W 048 04 59.94
NF138,S 27 03 11.54,W 048 44 13.86
NF139,S 26 46 50.59,W 048 41 16.28
NF141,S 27 03 28.89,W 048 36 21.21
NIBGA,S 24 04 43.80,W 047 14 22.80
NIBGU,S 22 24 07.58,W 043 19 40.04
NIBKA,S 22 52 04.20,W 047 01 33.60
NIBMI,S 15 26 25.20,W 058 42 46.80
NIBMO,S 13 21 25.00,W 047 37 54.00
NIBRU,S 23 34 23.05,W 045 28 08.26
NIBSI,S 27 14 38.03,W 049 06 52.63
NICAR,S 11 49 00.00,W 037 36 36.60
NIDBA,S 18 31 34.94,W 049 25 13.34
NIDKI,S 21 28 08.70,W 051 58 28.97
NIDNO,S 25 10 35.76,W 049 09 40.69
NIDRU,S 13 31 36.60,W 049 16 31.20
NIDSA,S 12 08 22.80,W 040 22 07.20
NIDSI,S 17 34 58.20,W 048 16 13.80
NIDSO,S 20 54 20.40,W 047 19 57.60
NIFA,S 05 58 33.60,W 047 26 49.80
NIGDA,S 02 49 25.80,W 059 48 22.80
NIGDI,S 22 17 59.40,W 042 58 48.60
NIGMA,S 21 11 09.64,W 044 53 45.57
NIGRA,S 21 03 40.80,W 049 05 38.40
NIGRO,S 03 18 03.00,W 041 55 56.40
NIGVA,S 11 12 33.00,W 065 18 18.00
NIGVI,S 11 02 44.25,W 036 42 46.39
NIKDO,S 22 40 15.00,W 041 59 33.60
NIKNI,S 22 38 07.80,W 047 24 27.60
NIKPA,S 22 01 01.75,W 043 17 44.84
NIKSU,S 19 55 29.40,W 040 54 36.60
NIKVU,S 18 06 52.20,W 045 56 09.60
NILA,S 09 56 39.22,W 068 00 37.47
NILBI,S 22 30 38.28,W 046 43 54.52
NILNO,S 04 22 24.60,W 032 22 48.00
NILNU,S 04 10 21.30,W 055 13 50.77
NILON,S 16 15 42.00,W 052 04 24.00
NILPA,S 16 35 09.00,W 047 12 58.80
NILPI,S 22 04 42.00,W 046 42 38.40
NILSA,S 23 29 28.80,W 045 20 51.00
NILSI,S 19 27 42.00,W 043 40 03.00
NILSU,S 20 54 36.00,W 048 56 06.60
NILVU,S 22 24 07.48,W 044 06 23.43
NIMBI,S 22 07 39.60,W 043 25 48.60
NIMGU,S 20 02 27.00,W 044 21 53.40
NIMKI,S 17 23 17.40,W 047 05 38.40
NIMPI,S 05 38 34.80,W 035 31 37.20
NIMPU,S 21 19 47.94,W 047 16 15.08
NIMRA,S 03 43 34.16,W 040 42 04.20
NIMRI,N 00 57 22.95,W 045 22 49.12
NIMTI,S 14 13 22.30,W 047 31 53.99
NIMTO,S 15 53 30.10,W 048 06 45.10
NIMVA,S 16 28 06.34,W 049 53 30.46
NINDI,S 19 30 48.00,W 045 46 06.00
NINDO,S 23 13 41.40,W 044 05 52.80
NINLA,S 19 53 07.80,W 044 17 58.20
NINRU,S 30 05 04.80,W 050 45 51.60
NINSA,S 19 00 35.40,W 043 43 04.20
NINVU,S 23 42 35.50,W 046 55 11.47
NIPDA,S 19 39 22.80,W 043 07 01.20
NIPDI,S 15 37 18.51,W 048 02 13.52
NIPKA,S 05 50 46.20,W 035 17 48.60
NIPKI,S 21 09 27.60,W 046 29 58.20
NIPKU,S 30 24 14.32,W 051 22 44.97
NIPLE,S 20 49 03.00,W 053 40 13.80
NIRDA,S 26 56 59.48,W 052 14 35.01
NIRKU,S 27 48 52.55,W 047 00 42.09
NIRLA,S 22 41 46.20,W 040 15 51.00
NIRMU,S 03 02 17.68,W 060 12 18.70
NISBO,S 23 29 13.15,W 043 28 31.89
NISBU,S 04 21 39.00,W 033 06 18.60
NISDA,S 17 26 54.60,W 048 30 40.80
NISNI,S 19 50 35.40,W 046 15 27.00
NISNO,S 02 30 24.20,W 041 29 01.84
NISNU,S 19 37 05.40,W 040 01 51.60
NISRU,S 03 24 31.74,W 037 59 15.41
NISTI,S 19 03 44.40,W 043 36 07.20
NITA,S 25 26 19.20,W 051 01 43.80
NITBO,S 13 16 46.22,W 039 30 50.13
NITBU,S 18 51 33.60,W 047 11 52.20
NITER,S 26 08 53.40,W 048 29 45.60
NITGA,S 22 33 38.59,W 051 36 20.54
NITGI,S 17 24 08.40,W 045 01 27.00
NITGO,S 26 16 32.92,W 049 50 41.18
NITLI,N 05 41 27.00,W 038 39 16.00
NITLU,S 20 30 33.00,W 044 03 50.40
NITMA,S 22 53 42.60,W 044 14 53.40
NITMI,S 17 09 14.40,W 043 51 17.40
NIVA,S 07 48 00.60,W 073 11 02.40
NOBEL,S 28 49 27.00,W 052 05 05.40
NOBRE,S 04 48 02.40,W 042 12 42.60
NOGUR,S 23 17 13.80,W 045 59 19.80
NOISE,N 01 23 40.20,W 029 42 33.00
NORA,S 09 34 03.60,W 068 11 16.20
NOTA,S 26 17 28.80,W 048 42 13.20
NOVOI,S 09 48 26.40,W 048 12 40.20
NT001,S 06 01 22.80,W 035 09 03.60
NT002,S 05 55 16.80,W 035 01 27.60
